conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,provádět vědecký výzkum,released,skill/competence,cross-sector,,"Získat, korigovat nebo zlepšit znalosti o jevech pomocí vědeckých metod a technik na základě empirických nebo měřitelných pozorování.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,spravovat práva duševního vlastnictví,released,skill/competence,sector-specific,,"Zabývat se soukromými právy na ochranu duševního vlastnictví proti jeho nezákonnému porušování.
   ",http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1 | http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,uplatňovat práva a povinnosti | sjednávat a řídit smlouvy a dohody
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6,žádat o financování výzkumu,released,skill/competence,cross-sector,,"Určit vhodné hlavní zdroje financování a připravit žádost o grant na výzkum s cílem získat finanční prostředky a granty.
	",http://data.europa.eu/esco/skill/0ffce932-cec4-4fec-87e6-df23fb6bdc12 | http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"vyhledávat granty | připravovat dokumentaci pro smlouvy, žádosti nebo povolení"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60c78287-22eb-4103-9c8c-28deaa460da0,pracovat v týmech,released,skill/competence,transversal,,"S jistotou pracovat v rámci skupiny, v níž každý plní svůj úkol v zájmu všech.",http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,spolupráce v týmech a v rámci sítí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74,vyjednat kompromis,released,skill/competence,transversal,,"Komunikovat s ostatními se záměrem dosáhnout společného porozumění nebo vyřešit neshodu, aniž by byl opomenut vlastní záměr nebo záměry a cíle ostatních.",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,komunikace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d,zvládat stres,released,skill/competence,transversal,,"Zvládat výzvy, překážky a změny a dokázat se zotavit z nezdarů a nesnází.
  ",http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,udržovat pozitivní přístup
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,myslet kriticky,released,skill/competence,transversal,,"Vytvářet a obhajovat úsudky založené na interních důkazech a externích kritériích. Kriticky hodnotit věrohodnost a spolehlivost informací před jejich použitím nebo sdílením s ostatními. Rozvíjet nezávislé a kritické myšlení.
  ",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"zpracování informací, nápadů a koncepcí"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,uplatňovat zásady etiky výzkumu a vědecké integrity při výzkumných činnostech,released,skill/competence,cross-sector,,"Uplatňovat základní etické zásady a právní předpisy při vědeckém výzkumu, a to včetně otázek integrity výzkumu. Provádět, přezkoumat nebo nahlásit výzkum a vyhnout se pochybení, jako je vymýšlení údajů, falsifikace a plagiátorství.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,podpořit otevřené inovace ve výzkumu,released,skill/competence,cross-sector,,"Podporovat integrovanou spolupráci, kdy různé zúčastněné strany spoluvytvářejí inovace, jež jsou založeny na společných hodnotách.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,publikovat akademický výzkum,released,skill/competence,cross-sector,,"Provádět ve svém oboru akademický výzkum na vysoké škole nebo samostatně, a publikovat jeho výsledky v knihách nebo akademických časopisech s cílem přispět k oboru a dosáhnout osobního akademického uznání.
	",http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe | http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1,psát technické nebo vědecké texty | šířit výsledky v rámci vědecké obce
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,podporovat předávání znalostí,released,skill/competence,cross-sector,,"Podporovat rozsáhlou osvětu o procesech zhodnocení znalostí, jejichž účelem je maximalizovat obousměrný tok technologie, duševního vlastnictví, odborných znalostí a schopností mezi výzkumnou základnou a průmyslem nebo veřejným sektorem.
	",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"poskytovat poradenství ohledně právních, regulačních nebo procesních záležitostí"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,přemýšlet abstraktně,released,skill/competence,cross-sector,,"Prokázat schopnost používat pojmy a dospět k jejich zobecnění a tato zobecnění chápat, uvádět je do souvislostí nebo je spojovat s jinými věcmi, událostmi nebo zkušenostmi.
    ",http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"komunikace, spolupráce a kreativita"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9,působit jako mentor,released,skill/competence,cross-sector,,"Mentorovat jednotlivce poskytováním emocionální podpory, sdílením zkušeností a poskytováním poradenství jednotlivcům s cílem pomoci jim při jejich osobním rozvoji, jakož i přizpůsobením podpory konkrétním potřebám jednotlivce a uzpůsobením jejich požadavků a očekávání.",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,působit jako kouč nebo mentor
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,syntetizovat publikace o výzkumu,released,skill/competence,cross-sector,psát publikace výzkumu | syntetizovat vědecké informace | syntetizovat publikované informace o výzkumu | syntetizovat publikaci o výzkumu,"Číst a vykládat vědecké publikace, které představují problém s výzkumem, metodiku, její řešení a hypotézu. Porovnat je a získat potřebné informace.",http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849 | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,syntetizovat informace | shromažďovat informace z fyzických nebo elektronických zdrojů | zpracovávat kvalitativní informace
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,řídit osobní profesní rozvoj,released,skill/competence,cross-sector,,"Převzít odpovědnost za celoživotní vzdělávání a neustálý profesní rozvoj. Zapojit se do vzdělávání s cílem podpořit a aktualizovat odbornou způsobilost.
	",http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0 | http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be,vypracovávat vzdělávací programy | starat se o osobní rozvoj
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,řešit problémy,released,skill/competence,transversal,,"Hledat řešení praktických, provozních či koncepčních problémů v široké škále oblastí.
  ",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,řešení problémů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,využívat smíšené učení,released,skill/competence,cross-sector,,"Znát nástroje smíšeného učení kombinující tradiční prezenční a on-line učení za pomoci digitálních nástrojů, on-line technologií a e-learningových metod.
    ",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,vyučovat a školit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,prokazovat podnikatelského ducha,released,skill/competence,transversal,,"Rozvíjet, organizovat a spravovat vlastní podnik, identifikovat a využívat příležitosti a mobilizovat prostředky s ohledem na ziskovost. Projevovat proaktivní přístup a odhodlání k dosažení úspěchu v podnikání.
  ",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,uplatňování podnikatelských a finančních dovedností a kompetencí
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,psát vědecké publikace,released,skill/competence,cross-sector,,"Prezentovat hypotézu, zjištění a závěry vědeckého výzkumu ve své oblasti odbornosti v odborných publikacích.
",http://data.europa.eu/esco/skill/7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7 | http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe | http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1,uplatňovat vědecké metody | poskytovat písemný obsah | psát technické nebo vědecké texty | šířit výsledky v rámci vědecké obce
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,rozvíjet odbornou síť výzkumných pracovníků a vědců,released,skill/competence,cross-sector,,"Rozvíjet spojenectví, kontakty nebo partnerství a vyměňovat si informace s ostatními. Rozvíjet svůj osobní profil nebo značku, zviditelňovat se a být k dispozici v prostředí osobního a internetového (virtuálního) kontaktu prostřednictvím online sítí.
	",http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,rozvíjet profesionální vztahy nebo sítě
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,začlenit genderový aspekt do výzkumu,released,skill/competence,cross-sector,,Zohlednit v rámci celého výzkumného procesu biologické vlastnosti a vyvíjející se sociální a kulturní aspekty žen a mužů (gender).,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,zajišťovat řízení projektů,released,skill/competence,cross-sector,,"Řídit a plánovat různé zdroje, jako jsou lidské zdroje, rozpočet, termíny, výsledky a kvalita nezbytná pro konkrétní projekt, a sledovat pokrok projektu s cílem dosáhnout konkrétního cíle ve stanovené době a v rámci vyčleněného rozpočtu.",http://data.europa.eu/esco/skill/ccfbdaad-b91d-4bfe-bd0e-d30b33587f19 | http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,uchovávat záznamy o postupu prací | řídit a koordinovat projekty a zajišťovat nad nimi dohled
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,spravovat veřejně přístupné publikace,released,skill/competence,cross-sector,,"Být obeznámen se strategiemi veřejně přístupných publikací, s využíváním informačních technologií na podporu výzkumu a s rozvojem a správou informačních systémů o aktuálním výzkumu (CRIS) a institucionálních repozitářů. Poskytovat poradenství o udělování licencí a autorských právech, pracovat s bibliometrickými indikátory a měřit dopad výzkumu a pořizovat o tom zprávy.
    ",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,používat digitální nástroje pro spolupráci a produktivitu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,plánovat,released,skill/competence,transversal,,"Spravovat vlastní časový rozvrh a zdroje s cílem dokončit úkoly včas.
  ",http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,plánování a organizování
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,syntetizovat informace,released,skill/competence,cross-sector,,"Kriticky číst, vykládat a shromažďovat nové a komplexní informace z různých zdrojů.
	",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,zpracovávat kvalitativní informace | shromažďovat informace z fyzických nebo elektronických zdrojů
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,provádět mezioborový výzkum,released,skill/competence,cross-sector,,"Používat výsledky výzkumu a data napříč oborovými a funkčními hranicemi.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,podpořit zapojení veřejnosti do výzkumu,released,skill/competence,cross-sector,,"Zapojit občany do vědeckých a výzkumných činností a podporovat jejich přínos z hlediska znalostí, stráveného času nebo investovaných prostředků.
	",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,aktivně se zapojovat do občanského života | provádět akademický výzkum nebo průzkum trhu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9,komunikovat o vědeckých poznatcích,released,skill/competence,cross-sector,informovat veřejnost o vědeckých výsledcích | veřejně informovat o vědeckých poznatcích | podporovat porozumění vědeckých poznatků ze strany veřejnosti | zapojit se do informování veřejnosti o výzkumu,"Komunikovat o vědeckých poznatcích s nevědeckým publikem, včetně široké veřejnosti. Přizpůsobit sdělování vědeckých pojmů, debat, poznatků publiku s využitím různých metod pro různé cílové skupiny, včetně vizuálních prezentací.
	",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,prezentovat informace z výzkumu nebo technické informace
